step,source,val/pass@1,val/avg@1,val/math500_first50/pass@1,val/aime24/pass@1,val/aime25/pass@1,episode/reward/mean,graphcredit/node_reward_mean,graphcredit/solver_node_reward_mean,graphcredit/verifier_node_reward_mean,critic/Qwen3-4B_Solver Agent/rewards/mean,critic/Qwen3-4B_Verifier Agent/rewards/mean,response_length/mean,prompt_length/mean,perf/throughput,perf/time_per_step
684,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.205,0.076,0.205,0.076,555.812,783.625,324.39,33.033
685,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.107,0.049,0.104,0.049,653.359,1122.062,300.673,47.239
686,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.241,0.071,0.241,0.071,545.422,783.234,315.528,33.687
687,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.043,0.019,0.043,0.019,605.219,832.641,367.16,31.329
688,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.208,0.073,0.208,0.073,611.875,701.703,295.103,35.61
689,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.106,0.051,0.106,0.051,635.219,858.062,359.95,33.189
690,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.144,0.044,0.144,0.044,754.688,997.562,375.35,37.346
691,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.211,0.07,0.211,0.07,653.438,895.453,346.535,35.757
692,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.213,0.069,0.213,0.069,470.797,700.234,323.57,28.953
693,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.171,0.079,0.171,0.079,661.406,867.328,353.372,34.609
694,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.215,0.067,0.215,0.067,580.266,812.062,337.239,33.029
695,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.193,0.088,0.193,0.088,519.844,665.859,259.141,36.604
696,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.085,0.04,0.085,0.04,537.078,635.906,306.958,30.571
697,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.161,0.058,0.161,0.058,613.109,767.828,309.296,35.718
698,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.201,0.081,0.201,0.081,493.781,602.641,279.214,31.414
699,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.221,0.061,0.221,0.061,471.766,575.625,321.587,26.056
700,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,0.455,0.455,0.8,0.2,0.133,0.562,0.141,0.202,0.079,0.202,0.079,831.5,1006.828,36.066,407.764
701,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.23,0.082,0.23,0.082,517.672,687.547,352.914,27.32
702,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.215,0.098,0.215,0.098,658.109,882.406,352.219,34.99
703,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.625,0.156,0.222,0.091,0.222,0.091,663.875,803.438,300.21,39.101
704,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.194,0.088,0.194,0.088,524.875,606.859,263.304,34.386
705,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.087,0.038,0.087,0.038,742.516,896.75,349.765,37.494
706,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.125,0.031,0.046,0.017,0.046,0.017,702.609,857.297,312.812,39.894
707,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.135,0.052,0.135,0.052,578.766,788.109,325.809,33.563
708,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.223,0.059,0.223,0.059,624.188,817.234,335.576,34.363
709,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.066,0.027,0.066,0.027,616.719,750.5,303.134,36.082
710,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.135,0.052,0.135,0.046,713.062,912.391,351.485,36.996
711,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.143,0.044,0.143,0.044,528.344,630.25,345.725,26.81
712,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.109,0.048,0.109,0.048,630.094,792.781,293.012,38.848
713,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.081,0.044,0.081,0.044,508.156,722.984,322.961,30.496
714,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.161,0.058,0.154,0.058,638.078,827.25,161.599,72.541
715,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.108,0.017,0.108,0.017,507.734,727.688,283.206,34.898
716,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.064,0.03,0.064,0.03,661.625,819.5,305.559,38.778
717,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.187,0.063,0.187,0.063,727.531,945.484,368.823,36.289
718,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.184,0.066,0.184,0.066,738.844,972.953,314.67,43.52
719,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.192,0.058,0.192,0.058,682.031,782.281,326.748,35.852
720,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.161,0.058,0.161,0.058,543.906,716.594,328.513,30.696
721,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.069,0.025,0.069,0.025,540.188,596.75,415.445,21.893
722,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.089,0.036,0.089,0.036,648.969,763.875,348.655,32.418
723,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.153,0.065,0.153,0.065,781.234,905.906,285.473,47.28
724,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.13,0.058,0.13,0.058,668.516,858.094,310.089,39.385
725,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.127,0.06,0.127,0.06,699.281,958.641,361.167,36.724
726,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.125,0.062,0.125,0.062,735.375,1030.828,354.155,39.897
727,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.176,0.074,0.176,0.074,473.359,719.234,349.38,27.308
728,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.179,0.071,0.179,0.071,768.031,1018.406,301.925,47.335
729,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.236,0.107,0.236,0.107,662.797,876.031,285.792,43.076
730,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.251,0.093,0.251,0.093,544.859,719.594,256.306,39.467
731,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.438,0.109,0.161,0.057,0.161,0.057,560.953,731.891,380.985,27.147
732,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.188,0.047,0.064,0.03,0.064,0.03,784.219,1132.547,372.779,41.135
733,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.089,0.036,0.089,0.036,718.109,1078.078,331.238,43.381
734,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.13,0.057,0.13,0.057,481.25,608.906,299.101,29.158
735,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.129,0.058,0.129,0.058,624.438,736.797,321.148,33.909
736,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.204,0.077,0.204,0.077,614.312,673.031,374.622,27.491
737,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.562,0.141,0.213,0.069,0.213,0.069,530.984,678.266,312.002,31.006
738,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.112,0.044,0.112,0.044,584.578,760.359,322.205,33.393
739,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.312,0.078,0.113,0.043,0.113,0.043,590.906,700.469,353.543,29.221
740,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.179,0.071,0.179,0.071,583.469,810.047,331.453,33.634
741,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.688,0.172,0.239,0.105,0.239,0.105,650.844,900.094,339.68,36.527
742,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.375,0.094,0.152,0.036,0.152,0.036,521.312,664.594,319.783,29.668
743,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.177,0.073,0.177,0.073,741.438,853.203,340.639,37.451
744,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.5,0.125,0.172,0.078,0.172,0.078,528.906,699.234,297.876,32.984
745,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.086,0.039,0.086,0.039,563.172,744.844,299.227,34.971
746,train_graphcredit_math_v10_nonsharing_solver_verifier_resume200.log,,,,,,0.25,0.062,0.095,0.03,0.095,0.03,602.969,839.406,244.115,47.269
